topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4,generated_by,language
Religious Holiday,Parade ogoh-ogoh iki dadi acara sing rame lan menghibur kabeh warga.,Parade ogoh-ogoh iki ora ana sing nonton lan sepi.,"Jelang Hari Raya Nyepi, warga Bali ing Jawa padha nyiapake ogoh-ogoh",Ogoh-ogoh digawe kanggo ngusir roh jahat,Wong-wong padha parade ing dalan desa,Kabeh warga desa melu parade iki,claude,su
Religious Holiday,Panti asuhan seneng nampa sumbangan saka keluarga Andre.,Andre ora seneng karo tradisi berbagi ing Waisak.,"Setiap Waisak, keluarga Andre ngumpulake sumbangan kanggo panti asuhan","Sumbangan iki biasane kalebu panganan, sandhangan, lan dolanan",Andre lan keluargane seneng bisa nulungi wong liya,Waisak dadi wektu penting kanggo berbagi,claude,su
Socio-religious aspect of life,Budi terus ngadani upacara kirim donga kanggo ngajeni leluhur.,Budi mandheg ngadani upacara amarga ora percaya maneh karo mistik.,Budi minangka wong sing percaya karo mistik lan leluhur,"Saben taun, Budi nggawe upacara kirim donga kanggo leluhur nganti tekan punden",Budi percaya yen leluhur bakal nglindhungi keluargane,Budi ngajak anak-anakne kanggo melu upacara iki,claude,su
Family Relationships,Lestari dadi luwih ngerti lan bangga karo sejarah kulawargane.,Lestari ora ngerti apa-apa saka critane mbah kakung.,Lestari lan keluargane kumpul sedina muput ing omahe mbah kakung,Mbah kakung crita babagan sejarah kulawargane,Mbah kakung nerangake pentingane ngerti asal usul kulawarga,Lestari lan sedulur-sedulure ngrungokake kanthi seksama,claude,su
Pregnancy and Kids,Rini nindakake upacara selapanan bayi kanthi bener lan tradisional.,Rini ora nindakake upacara selapanan amarga sibuk.,Rini lagi nguwatirake babagan perawatan bayi anyar,"Miturut adat Jawa, bayi kudu diwenehi jenang abang putih kanggo upacara selapanan",Rini lan bojone nyiapake jenang kanggo upacara kasebut,Wong tuwane Rini nulung ngatur kabeh kebutuhan,claude,su
Wedding,Rudi lan Dina sah dadi pasangan suami istri.,Rudi lan Dina lali ngetik ijab kabul.,Upacara ijab kabul wiwit jam sepuluh esuk,Kabeh tamu wis padha teka,Wong tuwa saka loro pihak padha ngadeg ing jejere penganten,Khotbah saka penghulu wis rampung,claude,su
Religious Holiday,Bambang lan kanca-kancane bangga karo kerjane.,Bambang lan kanca-kancane ora seneng ngresiki masjid.,Bambang lan kanca-kancane ngresiki masjid sadurunge Ramadan,Ngresiki masjid minangka tradhisi penting,Bambang lan kanca-kancane kerja bareng-bareng,Masjid dadi resik lan siap kanggo Ramadan,claude,su
Religious Holiday,Lampion-lampion iki simbol pengharapan lan padhang ing urip.,Lampion-lampion iki kanggo dekorasi omah Arif.,Arif lan kanca-kancane padha nyiapake lampion kanggo Cap Go Meh,"Saben tahun, acara iki dadi momen penting ing desa",Para pemuda lan pemudi padha rame nyiapake lampion lan dolanan bareng,Arif uga nggawa lampion sing digawe dhewe,claude,su
Family Relationships,Anak-anake seneng banget lan dadi luwih kenal karo budayane dhewe.,Anake-anake bosen lan ora gelem bali menyang desa maneh.,Mas Roni ajeg mulangake anak-anake babagan budaya Jawa,Dheweke pengin anak-anake tetep nguri-uri tradisi leluhur,"Saben minggu, Mas Roni ngajak anak-anake menyang desa","Ing kana, dheweke sinau tari tradisional lan gamelan",claude,su
Agriculture,Tradisi iki dipercaya bakal nglindhungi tanduran saka hama.,Tradisi iki malah nggawa mala petaka kanggo warga desa.,"Setiap taun, warga Desa Sukamaju nganakake tradisi wiwit tandur",Ana upacara adat sing dipimpin kepala desa,Warga padha nyiapake sesajian kanggo dewi pertanian,Upacara iki diiringi tarian lan musik tradisional,claude,su
Wedding,Pikiran Dina saiki luwih tenang lan siap kanggo dina besar.,Dina krasa kesel lan ora kepengin melu pesta nikah.,Dina lan Budi lagi nindakake adat siraman sadurunge pesta nikah,Siraman iki minangka lambang pangresik diri lan ati,Wong tuwa lan sedulur-sedulur padha nyawisake banyu kembang lan piranti-piranti adat liyane,Dina krasa lega lan seger sawise prosesi iki,claude,su
Death,Warisan kasebut dibagi kanthi adil lan tanpa perselisihan.,Rina lan adhine ora bisa musyawarah lan padha padu.,"Sawise bapakipun tiyang sepuh, Rina lan adhine kudu ngurus warisane",Kabeh anggota keluarga padha rembugan kanthi tenang,Rina pengin kabeh keputusan adil lan ora ana sing dirugikake,Dheweke padha golek pitulungan saka tokoh adat lan agama,claude,su
Agriculture,"Sawise upacara, warga desa miwiti nandur padi bareng-bareng.",Upacara Wiwiitan malah diganggu lan warga desa ora jadi nandur pari.,Ana adat desa sing diarani “Wiwiitan” sadurunge nandur padi,Wiwiitan yaiku upacara kanggo nyuwun berkah marang Dewi Sri,"Mbah Karto, sesepuh desa, sing mimpin upacara iki",Warga desa padha kumpul ing sawah kanggo nglakoni upacara,claude,su
Socio-religious aspect of life,Anak-anak dadi luwih percaya diri lan semangat.,Anak-anak malah ora seneng karo upacara ruwatan.,Tiwi rajin nindakake ruwatan kanggo anak-anak,Tiwi percaya ruwatan bisa nyirnakake sial,Tiwi ngundang dalang kanggo gelar wayang ruwatan,Upacara diiringi doa lan sesaji,claude,su
Agriculture,Panen jagung Pak Darmo akeh lan kualitas apik.,Panen jagung Pak Darmo gagal lan akeh sing rusak.,Pak Darmo lan keluargane ngadani upacara wiwitan sadurunge nandur jagung,Upacara iki wis dadi tradisi turun-temurun ing keluargane,Saben anggota keluarga melu upacara lan berdoa supaya panen sukses,Dheweke percaya yen upacara iki bisa nggawa berkah kanggo tanamane,claude,su
Death,Anak-anak Pak Mantri kudu manut karo wasiat bapake.,Anak-anak Pak Mantri padha ora setuju karo wasiat.,Pak Mantri iku wong sing sugih lan duwe akeh warisan,"Nalika dheweke seda, anak-anake padha rebutan warisan","Nanging, Pak Mantri wis nulis wasiat kanggo mbagi warisane",Wasiat kasebut diwaca dening lurah desa,claude,su
Death,Selamatan iki kanggo ngirim doa marang arwah sing seda.,Selamatan iki kanggo ngrayakake ulang tahun.,Keluarga Joko nindakake selamatan pitung dina,Wong-wong padha kumpul lan maca yasin bareng,"Sawise kuwi, padha mangan ing omahe",Keluarga jaga tradisi iki turun-temurun,claude,su
Family Relationships,Gawe manten dadi rame lan lancar amarga gotong royong kabeh warga.,Wong-wong padha sibuk dhewe-dhewe lan ora peduli karo gawe manten.,Ana gawe manten ing desa Sari,Wong-wong padha ngewangi gawe mantenan,Mbah Sari mimpin upacara adat,Wong-wong padha seneng lan guyub,claude,su
Fisheries and Trade,Pedagang lan pembeli tetep guyub rukun lan saling percaya.,Pedagang lan pembeli sering berantem amarga rega ora cocok.,Pasar desa rame saben dina pasaran,Pedagang iwak padha nggelar dagangane ing pinggir kali,Wong-wong desa padha tuku iwak kanggo kebutuhan saben dina,Tradisi tawar-menawar ing pasar iki wis ana turun-temurun,claude,su
Fisheries and Trade,Kelompok nelayan Pak Budi dadi conto kanggo desa-desa sekitar.,Kelompok nelayan Pak Budi ora ngurus aturan lan laut dadi rusak.,Pak Budi lan kanca-kancane duwe kelompok nelayan,Kelompok iki nduweni aturan ketat kanggo njaga kelestarian laut,Saben anggota kelompok kudu manut aturan kasebut,Pak Budi seneng yen laut tetep lestari lan anak putune bisa melu nelayan,claude,su
Wedding,Rina lan calon suaminya nindakake upacara adat siraman sadurunge pesta.,Rina lupa nggawa seserahane menyang pesta.,Rina lagi nyiapake manten,Rina lan keluargane padha gotong royong nggawe seserahan,Seserahan iki minangka simbol hormat marang calon mertua,Rina uga nyiapake baju manten adat Jawa sing anggun,claude,su
Fisheries and Trade,Anak-anaké Pak Joko dadi ngerti pentingé kerja keras lan gotong royong.,Anak-anaké Pak Joko ora ngerti cara ngurus tambak bandeng.,Pak Joko nduweni tambak bandeng sing cukup luas,"Saben musim panen, dheweke lan keluargane kerja keras kanggo ngumpulake bandeng",Pak Joko tansah ngajari anak-anaké babagan cara ngurus tambak bandeng,Tradisi iki wis ditindakake saka leluhur-leluhure,claude,su
Death,Warga desa ngrasa luwih erat lan guyub sawise nyadran bebarengan.,Warga desa malah padha sibuk karo kegiatane dhewe sawise nyadran.,"Ing desa cilik, ana tradisi sing disebut ""nyadran"" kanggo ngurmati leluhur sing wis tilar donya",Kabeh warga desa padha ngumpul ing makam lan nyekar bareng-bareng,Ana uga tradisi mangan ing alas utawa kebon sawise nyekar,Kabeh iki ditindakake kanthi rasa syukur lan kebersamaan,claude,su
Socio-religious aspect of life,Wong mau bali kanthi rasa percaya lan matur nuwun.,Wong mau malah wedi lan ora gelem bali maneh.,Nyai Ratu arang banget lunga saka omah,Wong-wong desa percaya yen dheweke duwe kemampuan mistik,"Siji dina, ana wong teka njaluk tulung kanggo nyuwun berkah",Nyai Ratu banjur medharake mantra lan ndedonga,claude,su
Wedding,Penganten anyar nampa berkah saka kabeh sing teka.,Penganten anyar ora nampa apa-apa lan mung lungguh.,"Sawise nikah, penganten anyar biasane melu acara ngunduh mantu",Acara iki diselenggarakake dening keluarga penganten lanang,Wong-wong padha ngumpul kanggo ngrameke pasangan anyar,Keluarga lan tangga padha nyumbang lan menehi hadiah,claude,su
Socio-religious aspect of life,Dolanan layangan dadi ajang kebersamaan lan nguri-uri budaya.,Dolanan layangan malah nggawe warga desa padha ribut.,Joko lan kanca-kancane kerep dolanan layangan,"Saben sore, dheweke padha kumpul ing lapangan desa",Dolanan layangan wis dadi tradisi turun-temurun ing desa kasebut,Warga padha seneng nonton anak-anak dolanan layangan,claude,su
Wedding,Pasangan pengantin kasebut nindakake upacara panggih kanthi lancar lan kabeh tamu merasakan kebahagiaan.,Pasangan pengantin langsung mangkat menyang lokasi pesta tanpa nindakake upacara panggih.,Dina iki Rina lan Arif bakal ngadani upacara panggih ing omah Arif,Upacara iki minangka bagian saka tradisi adat Javanese sadurunge pesta nikah,"Rina nganggo kebaya lan kain batik, Arif nganggo beskap lan blangkon",Kabeh tamu wis teka lan siap nyekseni,claude,su
Death,Warisan dibagi kanthi adil sesuai kebijakan desa.,Mas Joko ora ngedohi sedulur-sedulure maneh.,Mas Joko nembe ngadhepi masalah warisan,Sedulure padha ngumpul kanggo rembugan,Ana perdebatan babagan pembagian warisan,Wong tuwa desa melu campur tangan,claude,su
Religious Holiday,"Sawise Melasti, wong-wong padha nyiapake diri kanggo ngalami Nyepi kanthi tenang.","Sawise Melasti, wong-wong langsung bali menyang omah tanpa persiapan.","Sebelum Hari Raya Nyepi, umat Hindu ing Bali nganakake upacara Melasti",Upacara iki dilakoni kanggo nyuceni diri lan lingkungan,Wong-wong padha ngarak arca lan pratima menyang segara,Suasana dadi sakral lan penuh khidmat,claude,su
Fisheries and Trade,Pak Taryo dikenal minangka wong sing dermawan lan dihormati.,Warga desa ora nggatekake ajakan Pak Taryo lan ora melu panen.,Pak Taryo nduweni tambak udang sing cukup amba,"Saben panen, dheweke ngundang warga desa kanggo njupuk bagean udang minangka rasa syukur",Warga padha seneng lan ngormati Pak Taryo,Tradisi iki dadi pengikat persaudaraan ing desa,claude,su
Wedding,Panggih lan Sinta katon ayu lan gagah nganggo busana tradisional.,Busana iki dudu pilihan sing tepat amarga ora nyaman.,Panggih lan Sinta lagi nyiapake busana tradisional kanggo resepsi,"Panggih nganggo beskap lan blangkon, dene Sinta nganggo kebaya lan sanggul",Busana iki minangka wujud ngurmati budaya Jawa,Wong tuwa lan kerabat padha melu nyiapake,claude,su
Daily Activities,Sepedha Pak Tono dadi lambang kerjasama lan kekerabatan ing desa.,Pak Tono ganti sepedha anyar lan lali sejarah sepedha tuane.,Pak Tono nduwe sepedha tua sing mesthi digunakake saben dina,Dheweke kerep ngunjungi tetangga karo sepedha kasebut,Sepedha iki dadi saksi sejarah akeh kedadeyan ing desa,Pak Tono mesthi ngrumat sepedha kanthi apik,claude,su
Death,Pakde Karto ngaturake warisan kanthi musyawarah.,Ana rebutan warisan nganti podo gelut.,"Nalika Pak Karto tilar donya, kabeh ahli waris padha kumpul",Ana omongan babagan warisan sing arep dipangge,Pak Karto ninggalake sawah lan omah kanggo keluargane,Poro ahli waris sepakat kanggo mbagi warisan kanthi adil,claude,su
Socio-religious aspect of life,Panen Pak Slamet sukses lan melimpah.,Pak Slamet ora percaya karo upacara wiwit sawah maneh.,Pak Slamet iku petani sing tekun,Pak Slamet saben taun ngadani upacara wiwit sawah,Wong-wong desa padha melu lan ndedonga supaya panen melimpah,Pak Slamet percaya marang kekuatan alam lan doa,claude,su
Pregnancy and Kids,Upacara tedhak siten lumaku lancar lan khidmat.,Bayine nangis terus lan upacara ora dadi dilakoni.,"Saben bayi lair, ana upacara tedhak siten",Upacara iki minangka wujud syukur marang Gusti,Keluarga Joko lagi nyiapake kabeh kanggo upacara iki,Bayine lagi umur pitung lapan,claude,su
Death,Anak-anak sepakat kanggo ngerumat omah iku bebarengan.,Anak-anak padha rebutan warisan sing ditinggal Mbok Sari.,Mbok Sari ninggalake omah warisan kanggo anak-anake,Mbok Sari duwe telung anak lan kabeh padha nampa warisan sing padha,Anak-anak padha ngumpul kanggo ngetokke keputusan soal omah iku,"Ing budaya Jawa, rasa hormat marang wong tuwa iku penting banget",claude,su
Food,Mbak Rina saiki uga belajar nggawe jamu dhewe.,Mbak Rina mandheg ngombe jamu amarga bosen.,Mbak Rina seneng ngombe jamu beras kencur saben esuk,Jamu iki digawe dhewe dening ibune,Jamu beras kencur iki dipercaya nggawe awak luwih seger lan sehat,Mbak Rina uga ngrasakake efek positif saka ngombe jamu iki,claude,su
Death,Para pelayat padha melu tahlilan ing omahe Kang Slamet saben wengi.,Para pelayat langsung bali sawise ngubur jenazah.,Kang Slamet ninggal donya sawise lara suwe,Wong-wong desa padha kumpul ing omahe kanggo mbantu ngurusi jenazah,"Jenazah diolah kanthi tradisi Jawa, kalebu dimandeni lan dikenani kain putih",Wong-wong padha nganterake jenazah menyang kuburan,claude,su
Religious Holiday,"Sakwise gotong royong, kabeh warga desa mangan tumpengan bebarengan.","Sakwise gotong royong, kabeh warga desa langsung mulih amarga kesel.",Dina iki warga desa padha gotong royong nyiapake masjid kanggo Idul Fitri,Wong-wong padha ngresiki lan ngatur karpet,Bocah-bocah cilik uga diajak kanggo mbantu,Kabeh padha seneng lan guyub,claude,su
Pregnancy and Kids,Mitoni kasebut dadi berkah kanggo Sinta lan bayine.,Sinta ora kena apa-apa sawise upacara.,Sinta lagi ngandhut 7 sasi,Keluargane nggawe upacara mitoni kanggo ndedonga supaya bayi lan ibu sehat,Ana upacara ruwatan kanggo nyirnakake energi negatif,Sinta diruwat karo keluargane,claude,su
Religious Holiday,Kabeh warga desa ngrasakake kebersamaan lan semangat Idul Fitri.,Tradisi iki ora disenengi dening warga desa.,Warga desa nindakake tradisi takbir keliling kanggo ngarepake Idul Fitri,Wong-wong padha nggawa obor lan bedhug kanggo ngirimi takbir,Suasana desa dadi rame lan meriah,Anake cilik uga melu nindakake tradisi iki kanthi semangat,claude,su
Socio-religious aspect of life,Setyo percaya yen slametan bisa njaga harmoni lan kerukunan antar warga.,Setyo dadi malas melu slametan amarga ora seneng mangan sega tumpeng.,Setyo kerep melu slametan ing desa,Slametan iku upacara adat kanggo ndedonga lan njaluk berkah,"Saben acara slametan, warga desa padha nggawa sega tumpeng lan jajanan pasar",Setyo seneng banget karo kebersamaan ing acara kasebut,claude,su
Religious Holiday,Nyekar iku dadi tradisi penting kanggo keluarga Widodo.,Keluarga Widodo lali nggawa kembang nalika nyekar.,Keluarga Widodo padha nyekar ing makam leluhur sadurunge Ramadan,Kembang lan dupa wis disiapake,Wong-wong padha ndedonga kanggo para leluhur,"Selesai nyekar, keluarga padha mulih",claude,su
Death,Kang Budi lan sedulure tetep rukun lan tentrem.,Kang Budi ora gelem mbagi warisan karo sedulure.,Kang Budi nembe nampa warisan saka almarhum bapake,Warisan kuwi kalebu sawah lan omah,Kang Budi rembugan karo sedulur-sedulure babagan pembagian warisan,"Akhire, kabeh setuju kanggo mbagi warisan kanthi adil",claude,su
Traditional Games,Tim Sari menang amarga strategi apik.,Sari ora tau menang nalika dolanan gobak sodor.,Sari lan kanca-kancane seneng dolanan gobak sodor,Gobak sodor iku dolanan tradisional Jawa sing mbutuhake ketangkasan lan strategi,Dolanan iki biasane ditindakake ing lapangan utawa pekarangan sekolah,Sari biasane dadi pemimpin tim nalika dolanan gobak sodor,claude,su
Death,Slametan nyatus dina lumaku kanthi lancar lan penuh berkah.,Wong-wong padha ora peduli lan mung ngrumpi.,Slametan nyatus dina bakal diadani ing omahe Pak Arif,Ibu-ibu padha sibuk masak ing pawon,Wong-wong padha teka lan nggawa panganan kanggo dibagi,Slametan iki kanggo mendoakan arwah sing seda,claude,su
Socio-religious aspect of life,Rina lan kanca-kancane kerja bareng ngresiki desa.,Rina ora melu upacara amarga sibuk.,Rina lan kanca-kancane ngadani upacara bersih desa,Upacara iki kanggo ngusir roh-roh jahat lan mbersihake desa saka bala,Wong-wong desa padha nggawa sesaji lan njaluk berkah,Upacara iki dianakake saben taun kanthi meriah,claude,su
Religious Holiday,Tradisi qurban iki njaga rasa solidaritas lan kepedulian marang sesama.,Sapi-sapi malah di dol ing pasar kanggo ngedol daging.,"Saben Idul Adha, Pak Joko lan warga desa padha nyumbang sapi kanggo qurban",Sapi-sapi iku disembelih ing lapangan desa,Daging sapi dibagiake marang warga sing kurang mampu,Bocah-bocah padha nonton proses qurban karo semangat,claude,su
Agriculture,Mbak Rina percaya yen upacara adat iki bisa ndadekake tandurane subur.,Upacara adat iki ora nduweni pengaruh apa-apa marang tandurane.,Mbak Rina duwe ladang sing subur,"Saben musim tanam, dheweke nindakake upacara adat kanggo nyuwun berkat",Kanca-kancane mbantu nindakake upacara kasebut,Upacara iki diwarisake saka simbah-simbah,claude,su
Wedding,Acara midodareni lumaku kanthi hikmat lan lancar.,Tamu-tamu ora peduli lan ninggalake acara midodareni.,Malam midodareni ing omah Endah dadi acara kang dirawuhi akeh tamu,Midodareni iku tradisi Jawa kanggo ngurmati calon manten wanita,Endah nganggo kebaya putih lan dirias cantik,Wong-wong padha ngumpul kanggo ndedonga lan ngaturake berkah,claude,su
Art,Pak Budi uga ngajari bocah-bocah sekolah main gamelan.,Pak Budi ora tau main gamelan maneh sawise acara adat.,Pak Budi pinter main gamelan,"Saben ana acara adat, Pak Budi mesthi diundang",Gamelan sing dipandhegani Pak Budi nggawe suasana acara dadi rame,Wong-wong seneng ngrungokake musik gamelan Pak Budi,claude,su
