topic,kalimat_1,kalimat_2,kalimat_3,kalimat_4,correct_ending,incorrect_ending
Food,Pak Wiryo bakul wedang ronde ing alun-alun,Wedang rondenya anget lan manis,Wong-wong akeh sing seneng karo wedang ronde Pak Wiryo,Pak Wiryo nggawe wedang ronde nganggo resep turun-temurun,Pak Wiryo uga ngracik wedang ronde nganggo gula jawa asli.,Pak Wiryo tuku wedang ronde saka pabrik lan didol maneh.
Food,"Dina iki, keluarga Pak Slamet ngadani acara syukuran",Wong-wong desa diundang kanggo rawuh,Pak Slamet nyiapake tumpeng lan lauk-pauk,Tumpeng digawe nganggo beras kuning lan dihias apik,Wong-wong desa seneng banget lan mangan bareng-bareng kanthi guyub.,Wong-wong desa ora gelem mangan lan mulih kanthi kecewa.
Food,Sulastri nggawe wedang jahe kanggo tamu-tamune,Wedang jahe kuwi tradisi ing desane Sulastri,Wong-wong desa seneng ngombe wedang jahe nalika sore,Sulastri nyedhiyakake wedang jahe karo jenang,Tamu-tamune seneng lan kroso anget.,Tamu-tamune ora seneng karo wedang jahe.
Food,Bambang tuku oleh-oleh saka pasar tradisional,Oleh-oleh iku sejatine kue lapis legit,Kue lapis legit kuwi panganan khas saka desane,Bambang arep ngoleh-olehi kanggo keluargane,Keluargane seneng banget nampa kue lapis legit kuwi.,Keluargane ora seneng nampa oleh-oleh.
Food,"Dina iki, Rani lan keluargane mangan ing pawon tradisional",Pawon kuwi nggunakake tungku kayu bakar,Masakan dadi luwih sedhep lan wangi,Rani seneng banget karo rasa masakan sing khas,Keluargane Rani mangan bareng karo rasa bungah.,Rani ora seneng karo masakan saka pawon tradisional.
Food,Siti lagi nyiapake oleh-oleh kanggo tamu saka Jakarta,Dheweke milih gethuk lan jadah tempe sing dadi khas desane,Siti pengin tamune ngerti rasa asli panganan khas Jawa,Tamune Siti seneng banget karo pilihan panganan iku,Siti bangga amarga tamune njaluk resep kanggo nggawe panganan kasebut.,Siti kecewa amarga tamune ora seneng karo panganan kasebut.
Food,Bapak lan Ibu lagi nyiapake upacara selamatan ing omah,"Ing pawon, Ibu masak jenang abang lan tumpeng",Jenang lan tumpeng iku minangka sajian khas sing kudu ana ing upacara selamatan,Bapak nyiapake kabeh peralatan lan bahan-bahan sing dibutuhake,Upacara selamatan dadi lancar lan kabeh tamu seneng karo sajian sing disiapake.,Upacara selamatan ora dadi amarga jenang lan tumpeng ora rampung disiapake.
Food,Mbah Kakung lagi panen salak ing kebonnya,Salak iku dadi buah khas desane sing misuwur amarga rasane sing manis lan seger,Mbah Kakung nyiapake salak kanggo dijual ing pasar,Kabeh warga desa uga padha nggawa salak kanggo dijual,Mbah Kakung seneng amarga salake cepet laris ing pasar.,Mbah Kakung kecewa amarga ora ana sing tuku salake.
Food,Ana tradisi mangan bersama ing desa,Warga desa padha nggawa panganan khas masing-masing,"Ana rendang, soto, rawon, lan akeh liyane",Tradisi iki dadi ajang silaturahmi antar warga,Kabeh warga seneng lan tradisi iki terus dilestarikan.,Tradisi iki ora disenengi warga lan akhirnya dihentikan.
Food,Ibu ngajari anak-anaknya cara masak gudeg,Gudeg iku panganan khas Yogyakarta sing butuh kesabaran nalika masak,Anak-anak iku seneng sinambi nonton ibu masak,Ibu uga nggandengake nilai-nilai budaya ing proses masak,Anak-anak dadi ngerti cara masak gudeg lan ngajeni budaya Jawa.,Anak-anak bosen lan ora gelem sinau masak gudeg maneh.
Food,Pak Darto duwe warung kopi tradisional ing pinggir desa,Kopi sing disuguhake Pak Darto digawe saka biji kopi pilihan sing dipetik langsung saka kebon,Warung kasebut dadi panggonan favorit kanggo warga desa ngopi lan ngobrol,Pak Darto seneng bisa njaga tradisi ngopi bareng,Warung kopi Pak Darto dadi misuwur nganti warga desa tetangga uga padha teka.,Warung kopi Pak Darto sepi amarga warga ora seneng ngopi.
Food,Diah nggawa oleh-oleh dodol marang kanca-kancane,Dodol kuwi khas Javanese banget,Kanca-kancane seneng banget nampa dodol iku,Dodol kasebut digawe saka ketan lan gula merah,Kanca-kancane dadi ketagihan lan pengin tuku dodol iki terus-terusan.,Dodol iku ora enak lan kanca-kancane ora seneng.
Food,Budi lan keluargane mangan sega liwet ing kenduri desa,Sega liwet digawé saka santan lan bumbu khas Javanese,Kabeh warga desa padha mangan bebarengan,Sega liwet disajekake nganggo daun pisang,Keluargane Budi ngrasakake kebersamaan lan kekrabatane ing desa.,Keluargane Budi ora seneng sega liwet lan milih ora mangan.
Food,Sari nggawe wedang jahe kanggo tamu-tamune,Wedang jahe kuwi minuman tradisional sing bisa ngangetake badan,Tamu-tamu seneng banget karo wedang jahe,Sari seneng bisa nyuguhake minuman khas Javanese,Tamu-tamu dadi luwih sehat lan anget sawise ngombe wedang jahe.,Tamu-tamu ora seneng lan ora ngombe wedang jahe.
Food,Endang nuku kue lapis legit kanggo oleh-oleh,Kue lapis legit kuwi panganan tradisional sing disukai akeh wong,Endang nyuguhake kue lapis legit marang kulawargane,Kulawargane langsung mangan lan seneng,Kue lapis legit dadi panganan favorit kulawargane Endang.,Kue lapis legit ora enak lan ora dipangan kulawargane.
Food,Bayu mulang cara nggawe tempe marang anak-anak ing desane,Tempe kuwi panganan khas Javanese sing digawe saka kedhele,Anak-anak padha semangat sinau nggawe tempe,Bayu seneng bisa nularake ilmu nggawe tempe,Anak-anak dadi pinter nggawe tempe lan bisa nggawe dhewe ing omah.,Anak-anak ora tertarik lan ora gelem sinau nggawe tempe.
Food,Rina nggawa oleh-oleh buah salak marang kanca-kancane,Buah salak kuwi buah khas saka daerah Javanese,Kanca-kancane seneng banget nampa buah salak,Rina seneng banget ndeleng kanca-kancane seneng,Buah salak dadi buah favorit para kanca-kanca Rina.,Buah salak ora enak lan kanca-kancane ora seneng.
Food,Rina tuku jenang dodol kanggo oleh-oleh,Jenang dodol iki digawe saka ketan lan gula jawa,Rina seneng banget karo rasane sing manis lan legit,Rina pengin ngirim oleh-oleh iki marang keluargane ing luar kota,Keluargane Rina seneng banget nampa oleh-oleh jenang dodol kasebut.,Keluargane Rina ora seneng karo oleh-oleh kasebut.
Food,Bagus lan keluargane mangan tumpeng ing acara syukuran,Tumpeng iki diwenehi lauk pauk lan sayuran tradisional,Bagus seneng banget karo rasa tumpeng sing gurih lan enak,Bapake Bagus ngajak kabeh keluargane mangan bareng,Keluargane Bagus mangan tumpeng bareng-bareng kanthi rasa syukur.,Keluargane Bagus ora suka karo tumpeng sing disajikake.
Food,Dwi ngombe wedang ronde ing warung tradisional,Wedang ronde digawe saka jahe lan bola-bola ketan isi kacang,Dwi krasa anget sawise ngombe wedang ronde,Dwi pengin ngajak kancane ngombe wedang ronde bareng,Kancane Dwi seneng lan setuju ngombe wedang ronde bebarengan.,Kancane Dwi ora seneng lan ora gelem melu.
Food,Siti tuku krupuk rambak ing pasar tradisional,Krupuk rambak iki digawe saka kulit sapi lan digoreng garing,Siti seneng karo rasa krupuk rambak sing renyah lan gurih,Siti pengin nggawe krupuk rambak dhewe ing omah,Siti sinau nggawe krupuk rambak lan asil masakane enak.,Siti gagal nggawe krupuk rambak lan ora enak rasane.
Food,Bambang lagi nyoba masak gudeg,Gudeg iku masakan tradisional saka nangka muda sing dimasak nganggo santan,Bambang kudu nunggu pirang jam kanggo masak gudeg nganti empuk,Bambang pengin nyajikake gudeg kanggo keluargane,Keluargane Bambang seneng lan puji masakan gudeg sing dimasake Bambang.,Keluargane Bambang ora suka lan ora mau nyicipi gudeg kasebut.
Food,Ani tuku buah salak ing kebon,Salak iku buah khas saka Jawa sing krasa manis lan kecut,Ani seneng banget karo rasa buah salak,Ani pengin nggawe manisan salak kanggo oleh-oleh,Manisan salak sing digawe Ani disukai kabeh keluargane.,Manisan salak sing digawe Ani ora disukai keluargane.
Food,Budi pengen nyoba klepon kanggo sepisan,Klepon iku panganan tradisional Jawa,Budi tuku klepon ing pasar tradisional,Budi mangan klepon karo seneng,Budi seneng banget karo rasane sing manis lan kenyal.,Budi ora tau mangan panganan manis maneh.
Food,Sari nggawa oleh-oleh dodol saka Garut,Dodol iku panganan legi sing kandel lan lengket,Sari menehi dodol marang kanca-kancane,Kanca-kanca Sari seneng banget karo oleh-oleh iki,Kanca-kanca Sari padha puji rasa dodol sing khas.,Kanca-kanca Sari ora seneng dodol.
Food,Wulan ngundang kanca-kancane kanggo mangan ing omah,"Wulan masak gudeg, panganan khas Yogyakarta",Kanca-kanca Wulan padha teka lan nyicipi gudeg,Wong-wong padha seneng lan memuji masakan Wulan,Gudeg sing dimasak Wulan dadi favorit kabeh tamu.,Gudeg sing dimasak Wulan ora enak.
Food,Anto pengin sinau nggawe wedang jahe,Anto tindak menyang pasar kanggo tuku bahan,Anto mirsani carane mbok-mbok nggawe wedang jahe,Anto ngetutake langkah-langkah kasebut ing omah,Wedang jahe sing digawe Anto dadi minuman favorit kulawargane.,Wedang jahe sing digawe Anto ora enak lan ora bisa diminum.
Food,"Dina iki, Rina lan keluargane mangan bareng ing pawon",Ibune Rina masak sayur asem lan tempe goreng,Rina seneng banget karo masakan ibune,Kabeh anggota kulawarga mangan kanthi nikmat,Rina bangga karo masakan tradisional Jawa sing disajikake ibune.,Rina ora seneng karo sayur asem lan tempe goreng.
Food,Iwan nyoba njupuk durian saka wit ing pekarangan omahe,Durian iku buah sing akeh disukai ing Jawa,Iwan kudu ati-ati amarga durian bisa tiba kapan wae,Iwan pungkasane bisa njupuk durian tanpa cilaka,Iwan seneng banget amarga durian iku enak lan manis.,Iwan ora seneng karo rasa durian.
Food,Gita dolan menyang pasar tradisional,Gita tuku wedang jahe lan serabi,Gita nggoleki panggonan lungguh kanggo mangan,Gita ngicipi serabi karo wedang jahe,Gita ketemu kanca lawas ing pasar.,Gita ora seneng karo rasa serabi.
Food,Bayu lan Rini lagi mangan ing warung angkringan,Bayu pesen sate klathak lan wedang uwuh,Rini njupuk bakmi jawa lan teh poci,Kabeh padha seneng karo panganane,Bayu lan Rini ngobrol babagan kenangan masa cilik.,Bayu lan Rini ora rampung mangan.
Food,Eko seneng banget karo rujak cingur,Saben minggu Eko mesthi tuku rujak cingur ing warung Bu Tini,Rujak cingur iki misuwur amarga bumbune sing khas,Eko mangan rujak cingur karo sega liwet,Eko ngajak kanca-kancane mangan rujak cingur.,Eko ora seneng karo rasa sega liwet.
Food,Siti lan keluargane lagi mangan tumpeng,Tumpeng iki digawe dening Ibu Siti kanggo syukuran,Kabeh anggota keluarga padha njupuk panganan saka tumpeng,Siti njupuk bagian telur lan ayam ing tumpeng,Siti banjur mbantu ibune cuci piring.,Siti ora seneng karo rasa tumpeng.
Food,Pak Budi duwe kebiasaan ngombe jamu saben esuk,Jamu sing disenengi yaiku beras kencur lan kunyit asam,Pak Budi percaya jamu iki apik kanggo kesehatan,Saben esuk Pak Budi mesthi nggawe jamu dhewe,Pak Budi ngajak tangga-teparone ngombe jamu bareng.,Pak Budi ora seneng karo rasa jamu.
Food,Rara tuku oleh-oleh dodol khas Garut kanggo kanca-kancane,Dodol iki digawe saka ketan lan gula jawa,Rara seneng banget karo rasa manis lan legit dodol,Rara nggawa dodol menyang sekolah,Kanca-kancane Rara seneng banget lan matur nuwun.,Kanca-kancane Rara ora seneng karo dodol.
Food,Sinta lunga menyang pasar tradisional kanggo tuku jenang dodol,Jenang dodol iku panganan khas saka desa dheweke,Sinta pengin nggawa dodol iki minangka oleh-oleh kanggo keluargane ing kutha,Dheweke milih dodol sing paling enak saka pedagang sing paling apik,Keluargane seneng banget nalika nampa oleh-oleh saka Sinta.,Sinta lali nggawa jenang dodol menyang kutha.
Food,Bagas lan kanca-kancane mangan sega liwet ing alas,Sega liwet iku panganan tradisional sing biasane dipangan bareng-bareng,Bagas lan kanca-kancane seneng banget mangan sega liwet ing alam terbuka,Dheweke uga nggawa sambel terasi lan lalapan,Mangan sega liwet bareng-bareng nggawe suasana dadi luwih gayeng.,Sega liwet sing dimasak Bagas ora enak.
Food,Dewi seneng nggawe wedang jahe kanggo kulawargane,Wedang jahe iku minuman tradisional sing anget lan nyegarke,Dewi nggawe wedang jahe saben sore kanggo kulawargane,Minuman iki nggawe kabeh anggota kulawarga kroso luwih sehat,Kulawargane Dewi ora tansah ngenteni wedang jahe saben sore.,Wedang jahe sing digawe Dewi ora ana sing pengin ngombe.
Food,Adi tuku keripik tempe kanggo oleh-oleh,Keripik tempe iku panganan khas saka daerah Banyumas,Adi pengin menehi keripik tempe marang kanca-kancane ing sekolah,Dheweke ngerti yen kanca-kancane mesthi seneng karo keripik tempe,Kanca-kancane Adi seneng banget nampa oleh-oleh keripik tempe.,Keripik tempe sing dibawa Adi ora ana sing pengin.
Food,Rina njupuk mangga arumanis saka kebone,Mangga arumanis iku buah khas daerah Rina sing rasane legi lan wangine sedhep,Rina pengin ngolah mangga kasebut dadi rujak mangga kanggo keluargane,Dheweke ngethok mangga lan nyampur karo bumbu rujak,Keluargane Rina mangan rujak mangga kanthi seneng.,Rina ora bisa nggawe rujak mangga sing enak.
Food,Budi lan keluargane mangan tumpeng kanggo ulang tahun simbah,Tumpeng iku panganan tradisional Jawa sing biasane disajikake kanggo acara-acara penting,Budi mbantu ibune nyiapake tumpeng lan lauk pauknya,Kabeh anggota keluarga kumpul kanggo mangan tumpeng bareng-bareng,Acara ulang tahun simbah dadi luwih meriah karo tumpeng.,Tumpeng sing disiapake Budi ora ana sing mangan.
Food,Pak Darto duwe usaha dodolan jenang dodol ing pasar,Jenang dodole kondhang amarga rasane sing legi lan legit,Wong-wong padha antri kanggo tuku jenang dodole,Pak Darto seneng amarga dagangane laris,Pak Darto mesthi ngucap syukur marang Gusti Allah saben dina.,Pak Darto nggawe jenang dodol nganggo bahan impor.
Food,Wulan seneng banget mangan rujak cingur,Rujak cingur iku panganan khas Surabaya sing digawe saka sayuran lan cingur sapi,Saben dina Wulan ora ketinggalan mangan rujak cingur,Wulan seneng banget karo rasa pedhes lan manise,Wulan ora lali ndedonga sadurunge mangan rujak cingur.,Wulan ora tau mangan rujak cingur maneh amarga bosen.
Food,Eko lan kanca-kancane dolan menyang pasar seni ing desa,Ing kono ana akeh panganan tradisional sing dijual,Eko mutusake tuku jenang krasikan kanggo dijupuk mulih,Kanca-kancane uga tuku panganan liyane kaya wingko babat lan gethuk,Eko seneng banget bisa nggawa panganan tradisional kanggo keluargane.,Eko ora seneng karo panganan tradisional sing dituku.
Food,Pak Mantri seneng nggawe wedang jahe ing sore dina,Wedang jahe iku minuman khas Jawa sing digawe saka jahe lan gula aren,Wong-wong ing desa seneng ngombe wedang jahe kanggo ngangetake awak,Pak Mantri nggawe wedang jahe kanggo wong-wong sing padha mampir,Pak Mantri mesthi menehi wedang jahe kanggo tamu-tamune karo senyuman.,Pak Mantri nggawe wedang jahe nganggo jahe impor.
Food,Siti seneng banget nandur pohon salak ing pekarangan omahe,Salak iku woh asli Indonesia sing rasane manis lan seger,"Saben musim panen, Siti mesthi ngundang tetanggane kanggo panen bareng",Tetanggane seneng banget bisa panen salak karo Siti,Siti uga mbagi-bagi woh salak marang tetanggane kanthi gratis.,Siti mung ngundang wong-wong sing arep tuku salake.
Food,Mas Andi pinter masak nasi liwet,Nasi liwet iku panganan khas Jawa Tengah sing dimasak nganggo santan lan bumbu rempah,Mas Andi sering ngajak kanca-kancane mangan bareng ing omahe,Kanca-kancane seneng banget karo masakan Mas Andi,Mas Andi mesthi ndedonga sadurunge masak nasi liwet.,Mas Andi ora tau masak nasi liwet maneh amarga ora sempet.
Food,Dimas ngebaki kranjang karo mangga arumanis kanggo oleh-oleh,Mangga-mangga kuwi dipetik langsung saka kebon mbahnya,Dimas ngerti yen mangga iki favorit keluargane ing kutha,"Nalika tekan omah, mangga-mangga kasebut siap dipangan bareng-bareng",Keluargane seneng banget karo rasa seger lan manis mangga arumanis.,Mangga-mangga kuwi dadi bosok amarga ora disimpen ing kulkas.
Food,Niar arep masak gudeg kanggo acara kumpul-kumpul keluargane,Dheweke nggunakake kuali tembaga sing diwarisake saka eyange,Bahan-bahan seperti nangka muda lan santan wis disiapake,Niar nglakoake proses masak kanthi teliti,Gudeg sing diolah dadi enak lan disukai kabeh anggota keluarga.,Gudeg sing diolah dadi gosong amarga Niar lali mateni kompor.
Food,Rini nggawa klepon kanggo dijual ing pasar tradisional,Klepon iki digawe saka ketan lan gula jawa sing meleleh pas digigit,Rini yakin yen klepon iki bakal laris manis,"Ing pasar, akeh wong sing kepincut karo klepon sing ditawakake",Rini bali menyang omah karo kranjang kosong amarga klepon-e kabeh laris.,Rini bali menyang omah karo kranjang klepon sing isih akeh amarga ora ana sing tuku.
Food,Agus lan ibu menyang pasar kanggo tuku bahan-bahan masakan,Ibu pengin masak sayur lodeh sing khas Jawa,Agus seneng karo sayur lodeh amarga rasane gurih lan nikmat,"Nalika kabeh bahan wis kebeli, ibu miwiti masak",Sayur lodeh rampung lan Agus mangan kanthi lahap.,Sayur lodeh dadi kurang enak amarga Agus salah tuku bahan.
Food,Lina nggawa wedang uwuh kanggo oleh-oleh saka Yogyakarta,Wedang uwuh iki digawe saka campuran rempah-rempah lan gula batu,Lina pengin keluargane bisa ngrasakake minuman tradisional iki,"Nalika disuguhake, kabeh anggota keluarga padha sumringah",Keluargane seneng karo rasa hangat lan enak saka wedang uwuh.,Keluargane ora seneng amarga wedang uwuh dirasa aneh.
Food,Sari masak nasi liwet kanggo acara kumpul-kumpul,Nasi liwet iki dimasak nganggo panci tanah liat supaya rasane luwih otentik,Sari lan keluargane ngrasakake kebersamaan nalika mangan nasi liwet,"Nalika acara rampung, kabeh wong rumangsa wareg",Kabeh anggota keluarga puji Sari amarga masakane enak banget.,Nasi liwet dadi ora enak amarga panci tanah liat pecah nalika masak.
Food,Sinta nggawa oleh-oleh jenang dodol saka Gunung Kidul,Dodol iki digawe saka ketan lan gula jawa,Sinta ngundang kanca-kancane kanggo nyicipi dodol iki,Kanca-kancane seneng banget karo rasa dodol kasebut,Kanca-kancane menehi pujian marang Sinta amarga dodole enak.,Sinta ora bisa mangan dodol kasebut.
Food,Bayu seneng banget karo wedang ronde,Wedang ronde iku minuman tradisional kang digawe saka jahe lan bola ketan,Bayu ngoleksi resep-resep wedang ronde saka mbah-mbahne,Bayu nggawe wedang ronde kanggo keluargane,Keluargane Bayu ngrasakake anget lan nikmate wedang ronde.,Bayu lali nambah gula ing wedang ronde.
